OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,Shape__Length
104735,1448,UNKNOWN NAME,PRIMARY,Gravel,No,4,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail/access road,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,dc0693e7-21d7-486b-838c-6684b9aae131,81.5422343929274,81.5422343929219
104736,1449,UNKNOWN NAME,PRIMARY,CRDS,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f0a1191b-d976-447a-81cf-607155650fc1,20.9444556536143,20.9444556530742
104737,1450,UNKNOWN NAME,PRIMARY,CRDS,No,1,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,width varies,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,8f6668d0-93d1-4ea4-9d10-a26650b4681a,60.88815096723,60.888150966809
104738,2089,ARNOLD WHITWORTH PARK WALKWAY,PRIMARY,CRDS, ,1.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrn w/weed-undefined width-,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,540f5db6-fd7c-45b3-8ffc-ab98ce4b6cff,93.1600045426095,93.1600045441629
104739,2091,ARNOLD WHITWORTH PARK WALKWAY,PRIMARY,CRDS, ,1.5,No,,POOR,0,,No,Halifax Regional Municipality,NA,DECOMISSIONED,badly overgrown-sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d79ecf1e-630c-4920-a106-2b36d66fc08c,98.0369488415561,98.0369488427163
104740,2092,UNKNOWN NAME, ,Asphalt, ,1.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,minor heaves/cracks 1area marginal-heave,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,73e76847-cd90-46d6-b84d-2395ac830549,105.854992937179,105.854992935678
104741,2093,UNKNOWN NAME, ,Asphalt, ,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,to playground,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c3ae83ef-dd03-429b-aa12-c91f11e1187b,72.2138494948017,72.213849494996
104742,1492,UNKNOWN NAME,,CRDS,No,2,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1471c772-bd8a-4a3b-9f66-f96f3aa27cb7,47.0931792565862,47.0913844902245
104743,1482,UNKNOWN NAME, ,CRDS,No,2.3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,addd6c6b-8d78-43bf-87dd-e458abf656ca,18.1811348655358,18.181134865465
104744,1496,UNKNOWN NAME, ,Asphalt,No,2.1,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f462bf83-b4b6-4fe6-9f28-8865baf295da,56.2101164327362,56.2101164316289
104745,1498,UNKNOWN NAME, ,Gravel,No,2.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,blocked by boulders,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,447522b2-12fe-40fa-828b-407cdb5e06ae,19.7626336700565,19.7626336687209
104746,1499,UNKNOWN NAME, ,CRDS,No,2.7,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"washouts,uneven,exposed rock",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,9177c28e-8454-429c-8fe5-0f332562bc47,41.6363325957193,41.636332594482
104747,1500,UNKNOWN NAME, ,CRDS,No,2.3,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f6c90d07-7538-4250-b109-60c3051daa4f,52.1047568577702,52.1047568587675
104748,1501,UNKNOWN NAME, ,Asphalt,No,1.8,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,5dc75db9-13bb-4448-83bd-6ca0586bbe75,73.4305001165264,73.4305001168332
104749,1502,UNKNOWN NAME, ,CRDS,No,2,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d1febd23-b9a8-407b-a661-f080a05920dc,21.91817764617,21.9181776469105
104750,1503,UNKNOWN NAME, ,Asphalt,No,1.8,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2952f99c-b110-48a0-a61b-1990bc0b0e92,39.0464293431239,39.0464293430506
104751,1504,UNKNOWN NAME, ,CRDS,No,3.7,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,mainland common access rd,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,02135376-ba37-433f-baf8-d3ec5df53c91,90.0334320190511,90.0334320192837
104752,1505,UNKNOWN NAME, ,CRDS,No,3.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,linear trail access to school sportfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,734421a7-81cd-4cd4-a011-4f87bd0e9b84,31.4091275831239,31.409127582247
104753,1508,UNKNOWN NAME, ,Asphalt,No,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,access to tennis ct /informal trail conn,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,79dd3fff-408d-48fa-9a8f-85f09749c0e6,31.7496855024505,31.749685501937
104754,1495,UNKNOWN NAME, ,Asphalt,No,2.1,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7f4fa340-186c-4779-a8e3-4c0b0efe05ce,96.3391617318968,96.3391617319625
104755,1771,UNKNOWN NAME,SECONDARY,Asphalt, ,1.6,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,afc45d9a-e0b5-45a2-a267-2a597e892dcf,127.964059071451,127.964059070646
104756,1768,UNKNOWN NAME,SECONDARY,CRDS, ,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a141ab8f-37f5-47b8-94e3-7108700b15b2,74.0652319764823,74.0652319752139
104757,1770,UNKNOWN NAME,PRIMARY,Asphalt, ,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,part of sidewalk system,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,e3af2e2c-7bf6-47b3-bc8c-55a22a0ecd9b,95.65710002958,95.6571000300825
104758,1772,UNKNOWN NAME,SECONDARY,Asphalt, ,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,5da98968-831a-464c-b20d-18ad5fa7cb5b,203.926447778824,203.92644777919
104759,1646,SHUBIE CANAL GREENWAY,AT_GW - S,Asphalt, ,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,heaves/cracks throughout,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,de83bc26-d843-4497-95d6-54e25708b94d,35.3762327906861,35.3762327907218
104760,1364,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,footpath to street,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,0a3a77b3-4a07-4cfa-9369-6852fe1f0c81,24.2887080988411,24.2887081004229
104761,1513,UNKNOWN NAME, ,Gravel,No,1.4,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,access to decommissioned washroom,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,314d03bc-446b-4ccd-9539-a3ee46a9feac,37.1664722226583,37.1664722214954
104762,1514,UNKNOWN NAME, ,Gravel,No,1,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,rocky/roots/overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a9bb5c4d-581b-4584-beea-3668af0f2d47,10.4919024025777,10.4919024025693
104763,1515,UNKNOWN NAME, ,CRDS,No,2.4,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,access to playground,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,84f5ece9-656c-4e67-a59a-b01461ad54fe,66.1595912024622,66.1595912014858
104764,1516,UNKNOWN NAME, ,Asphalt,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,b5b5bc16-333d-423f-b91e-2bddce06240f,23.9577264629395,23.9577264644809
104765,1517,UNKNOWN NAME, ,Concrete,No,1.1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,railed access to seasonal float,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f666aa2d-fcc6-487b-a669-f02725e5a29e,35.4242721696603,35.4242721703308
104766,1518,UNKNOWN NAME, ,CRDS,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,restricted vehicle access,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ed1e9502-3839-4f85-b3c5-601c79aaa8c9,57.8196172046965,57.8196172044206
104767,1519,UNKNOWN NAME, ,CRDS,No,1.4,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4c4d6c62-b0bd-4f47-850e-bfb4a224c39b,28.0771713030994,28.0771713050707
104768,1520,UNKNOWN NAME, ,CRDS,No,1.4,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,cd3f3763-f4f9-4187-a238-2c8bfdb672b0,12.1330448664772,12.1330448663839
104769,1521,UNKNOWN NAME, ,CRDS,No,1.4,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"overgrown,varying widths,priv/public",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,83a17ad8-f4b8-4d5d-959a-e06ce5800898,123.054139778809,123.054139777209
104770,1523,UNKNOWN NAME, ,CRDS,No,1.3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"access to playstructure,s/o",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4aed6345-75e3-42d5-9dc2-f913ee66dcef,50.0759835612512,50.0759835602715
104771,1524,UNKNOWN NAME, ,Asphalt,No,3.3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7dff4ef9-bed3-4527-a88b-eca0954d8614,29.2321352878703,29.2321352868734
104772,1525,UNKNOWN NAME, ,Asphalt,No,1.7,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,93745aaa-d54b-4264-8f08-be5a3170f4e9,240.598536986163,240.598536986598
104773,1526,UNKNOWN NAME, ,Asphalt,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,fab2c05e-0034-4f5b-b463-342af906221c,75.6070720338168,75.6070720356047
104774,1527,UNKNOWN NAME, ,Asphalt,No,2.1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,84a3d70f-0e60-430f-8975-94addd6300e4,39.5498208699139,39.549820869033
104775,1528,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown bush,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,83fbd6c0-d9b9-4e6b-a60f-a4b16969c038,120.123722552125,120.123722551783
104776,1530,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,05f50e09-dedd-440a-8a7c-de52a61f7e07,48.6390461689606,48.6390461694062
104777,1531,UNKNOWN NAME,PRIMARY,CRDS,No,2.6,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,45a52ef7-1be6-4372-a580-65ebbc8c5ab0,84.7710527383599,84.7710527379072
104778,1532,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,some broken asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ba6d33f5-06e7-41ac-a3f2-4bdf614a82ae,165.069536773943,165.069536774172
104779,1533,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7991c31d-884c-4dda-907e-e502bb48c009,50.5464476568414,50.5464476583807
104780,1534,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,very old asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d52a05a1-2016-4d13-8558-fa1576d8033c,204.006563759474,204.006563758613
104781,1536,UNKNOWN NAME,PRIMARY,Gravel,No,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2784b1d6-4d17-42a9-a1e9-3437f24690f1,32.4651533410226,32.4651533399828
104782,1537,UNKNOWN NAME,PRIMARY,CRDS,No,1.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"quite rough, rocks protuding",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,dbd88a0f-31f0-490c-80b7-bd0118f43026,101.413352474958,101.413352474999
104783,1538,UNKNOWN NAME,SECONDARY,Gravel,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,to bleachers,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,66c1e318-510b-4315-afd5-89e8fd57c796,85.3086743707647,85.3086743713254
104784,1539,UNKNOWN NAME,SECONDARY,CRDS,No,1,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2ca6fad7-aad4-48ed-9a24-29983c3a76f0,43.1810060948501,43.1810060957701
104785,1541,UNKNOWN NAME,SECONDARY,Asphalt,No,1.5,Yes,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,bad section,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,be34ae9e-fa93-4500-b14e-a4568efb5c4f,74.3411699895891,74.341169988625
104786,1542,UNKNOWN NAME,PRIMARY,Natural,No,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,access trail to lake,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c3b8cb1f-241c-4936-ad6c-7bc47753651b,52.0437344339799,52.0437344345873
104787,1543,UNKNOWN NAME,PRIMARY,Natural,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"trail is maintained,access to lake",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,e8f2797d-e9f5-4996-aa72-df14c4a1cc23,111.738434545913,111.738434544402
104788,1544,UNKNOWN NAME,PRIMARY,Gravel,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,e270c6e9-f974-4420-804f-87f7bd40c73d,47.5787545108161,47.578754512303
104789,3500,NORTH COMMON,AT_GW,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS, , , , , , ,2007-02-05T00:00:00.000Z,2007-02-05T00:00:00.000Z, , , ,Active Halifax Communities,, ,TRAILS_APR11,,,,c0d0e925-3cb5-4200-831d-d5a15c5d0178,1974.24697784342,1974.24697784332
104790,1643,UNKNOWN NAME,,Asphalt, ,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2899ade0-b46e-44d7-939f-e8257aa41fa3,39.489020731266,39.4890207310097
104791,3021,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,c7a221bb-27cc-4961-8873-e61f5dadeb57,93.1738997174958,93.173899716192
104792,1550,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c256debd-2df5-456f-a33b-c500948caacf,198.192069683373,198.19206968247
104793,1551,UNKNOWN NAME,PRIMARY,CRDS,No,1,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,9fc367b3-7acc-49d8-97d7-62585c8f67eb,153.518818541787,153.518818542884
104794,1552,UNKNOWN NAME,PRIMARY,Asphalt,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,water commission,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,3b9f00f6-4735-4cc0-8c62-279418f636de,19.9737373690437,19.9737373701173
104795,1553,UNKNOWN NAME,PRIMARY,CRDS,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,some parts overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,8470a1f2-01e9-4ea1-8836-25d0206b8b53,226.649598102894,226.64959810192
104796,1554,UNKNOWN NAME,SECONDARY,CRDS,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,ovvergrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ad1db040-9827-49b1-b9df-7cc3701d8463,34.8624702005506,34.8624701997335
104797,1555,UNKNOWN NAME,SECONDARY,CRDS,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,9039594d-4d8f-45d0-8122-2bea52a38683,19.2960160881155,19.2960160867941
104798,1556,UNKNOWN NAME,SECONDARY,CRDS,No,1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,5137fbb3-1129-4f38-bda2-129f65d06b74,7.08390605107411,7.08390605124865
104799,1557,UNKNOWN NAME,SECONDARY,CRDS,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c00aa059-ad8e-4bf9-a8bf-118c1b925a58,8.25200641372267,8.25200641426864
104800,1558,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,cracked asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a9ddecdf-d3df-4675-b9b5-f2654b1d8b1c,63.4058866424619,63.4058866412663
104801,1559,UNKNOWN NAME,PRIMARY,Natural,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,e960ab59-bfbd-4805-b449-313d4987b3a2,94.3434037036468,94.3434037059586
104802,1560,UNKNOWN NAME,PRIMARY,Natural,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7cfcda0e-a8fb-426c-a16d-1109bf666263,21.3174748299381,21.3174748308661
104803,1561,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,Yes,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,asphalt in woods in poor shape,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,02eeed1a-8c6b-46af-89b0-cf9bdc1cc468,109.463456166985,109.463456168604
104804,1564,UNKNOWN NAME,PRIMARY,Asphalt,No,1.6,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,396f987d-f824-4af2-ac90-d918906641cd,113.072938440536,113.072938440965
104805,1565,UNKNOWN NAME,PRIMARY,Natural,No,1.5,Yes,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,used to be crusher dust but grown in,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4db9f463-4245-4e18-8db1-b18aa4b6faf3,278.2416074633,278.24160746138
104806,1566,UNKNOWN NAME,PRIMARY,Asphalt,No,1.2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,93151a6f-5415-4f71-9591-1324d4e14c18,45.3284885188421,45.3284885177988
104807,1567,UNKNOWN NAME,PRIMARY,CRDS,No,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2021a470-18b3-40a2-822e-027cab5281e9,274.277344779447,274.277344778094
104808,1568,UNKNOWN NAME,PRIMARY,CRDS,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,6248cc8f-bc99-40ef-8b2e-e80cf2ae9b29,61.876713595567,61.8767135956675
104809,1570,UNKNOWN NAME,PRIMARY,Gravel,No,1,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a09f8a1a-82b0-4295-8e0f-8796b6792eef,106.794324082481,106.794324082439
104810,1571,UNKNOWN NAME,PRIMARY,Gravel,No,1,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"overgrown, barely see the gravel",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d984d18b-26ed-4069-a781-e030c758781c,100.145377692351,100.145377693238
104811,1572,UNKNOWN NAME,PRIMARY,CRDS,No,1.6,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"overgrown, hardly  see the trail",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a9e6adf4-ef59-4974-8e68-6aa1a1dcbb17,61.7578753474227,61.7578753482652
104812,1574,UNKNOWN NAME,PRIMARY,Asphalt,No,1.2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,path to nowhere,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,fd81c8d5-7c5f-4840-ab6f-747f5ce1a7d2,42.9976374618433,42.9976374613059
104813,1575,UNKNOWN NAME,PRIMARY,Asphalt,No,1.2,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,cb2fd95e-0fb6-4dba-a81c-9223129b7ed6,60.8852076872618,60.8852076874123
104814,1576,UNKNOWN NAME,PRIMARY,OTHR,No,5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"wood chips, trail in progress",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7da16531-9738-4e3a-9161-091e3d79a981,85.0159669407583,85.0159669422813
104815,1750,UNKNOWN NAME, ,CRDS,No,1.7,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"sides overgrown, varying widths",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,36d7077e-e6f4-4e39-a1f7-8069e27227b9,545.191926939355,545.19192693826
104816,604,UNKNOWN NAME,,CRDS,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,98769a1e-88ef-4e26-b46d-f046c9750ca8,75.4143497520385,75.4143497526561
104817,1582,UNKNOWN NAME,PRIMARY,Natural,No,0.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f1cf9135-3c8d-4fd3-bbe0-214c861a1f30,77.6230773028006,77.6230773015858
104818,1583,UNKNOWN NAME,PRIMARY,Asphalt,No,1.6,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,038720e4-76e5-4fe8-ae87-67ade66b483a,51.4122423628059,51.4122423611809
104819,1584,UNKNOWN NAME,SECONDARY,Natural,No,4,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,to open space/field,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1e6ece73-225d-4989-9776-1027f22f9d5c,56.358919355421,56.3589193543125
104820,1587,UNKNOWN NAME,PRIMARY,Gravel,No,1,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"overgrown, to bus stop",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4d948535-db44-46d0-96a6-36a729b5d616,89.945212296234,89.9452122983708
104821,1588,UNKNOWN NAME,PRIMARY,Natural,No,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,to greenspace,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,68342af7-e55e-4b88-a6a9-25685272c2b2,125.451024517321,125.451024518711
104822,1590,UNKNOWN NAME,PRIMARY,Natural,No,0,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,through maintained field,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d3fc6387-9867-4bb9-839f-dd49aa0685d4,91.5220459634482,91.5220459618236
104823,1591,UNKNOWN NAME,PRIMARY,Asphalt,No,2,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,severe heaving,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,154995c3-c0f5-4a03-bbc5-0922165706e7,36.0331486576861,36.0331486562593
104824,1592,UNKNOWN NAME,PRIMARY,Concrete,No,0.8,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"stairs full of debris, not maintained",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,0af2148d-03da-41c4-acd0-18bc3e66c6cc,51.6238563780121,51.6238563782306
